player_id,name,position,team,status,age,exp,dc_rank,room_order,l1_fantasy_points_half,proj_std,proj_half,proj_ppr,p10_half,p90_half,pos_rank_half
00-0034577,Kyle Allen,QB,BUF,ACT,30.5,8.0,2.0,2.0,-0.3,13.2,13.2,12.3,,,76
00-0036924,Michael Carter,RB,TEN,DEV,27.3,5.0,,5.0,82.5,9.7,12.8,17.1,,,117
00-0039363,Isaac Guerendo,RB,SF,RES,26.2,2.0,4.0,4.0,0.0,12.0,12.8,14.9,,,118
00-0039686,Colson Yankoff,TE,WAS,ACT,26.5,2.0,4.0,4.0,2.8,9.7,12.8,15.5,,,104
00-0036590,Quintin Morris,TE,JAX,ACT,27.6,5.0,4.0,4.0,14.5,10.2,12.6,15.0,,,105
00-0036825,Feleipe Franks,TE,CAR,ACT,28.7,5.0,5.0,5.0,0.4,9.8,12.5,17.0,,,106
00-0037093,Dareke Young,WR,LV,ACT,27.2,4.0,5.0,5.0,5.8,10.6,12.5,14.1,,,176
00-0036887,Luke Farrell,TE,SF,ACT,28.9,5.0,3.0,3.0,24.0,9.3,12.2,15.6,,,107
00-0036862,Ben Skowronek,WR,PIT,ACT,29.2,5.0,5.0,5.0,14.9,8.0,12.2,14.9,,,177
00-0038840,Brycen Tremayne,WR,CAR,ACT,26.8,3.0,6.0,6.0,23.0,9.5,12.1,15.4,,,178
00-0036429,Charlie Woerner,TE,ATL,ACT,28.9,6.0,2.0,2.0,8.8,9.5,12.1,13.8,,,108
00-0040692,Jarquez Hunter,RB,MIA,DEV,23.7,1.0,,4.0,,9.3,12.0,14.0,,,119
00-0039916,Ricky Pearsall,WR,SF,RES,26.0,2.0,9.0,8.0,70.6,10.8,12.0,15.6,,,179
00-0040586,Jaydon Blue,RB,PHI,DEV,22.6,1.0,,4.0,19.9,9.9,11.9,13.1,,,120
00-0041047,Chris Brazzell II,WR,CAR,RES,22.9,0.0,7.0,7.0,,10.1,11.8,14.6,,,180
00-0038679,Tyrell Shavers,WR,BUF,RES,27.0,3.0,6.0,6.0,38.0,9.8,11.7,14.3,,,181
00-0038498,E.J. Jenkins,TE,PHI,ACT,27.8,3.0,4.0,4.0,0.0,8.9,11.6,14.3,,,109
00-0041314,Tanner Arkin,TE,NE,ACT,23.2,0.0,3.0,3.0,,9.5,11.5,13.4,,,110
00-0041117,Athan Kaliakmanis,QB,WAS,INA,23.0,0.0,3.0,3.0,,11.5,11.5,11.8,,,77
00-0033757,Robert Tonyan,TE,PIT,ACT,32.3,9.0,3.0,3.0,0.6,9.1,11.4,14.5,,,111
00-0041446,Kendrick Law,WR,DET,RES,22.2,0.0,5.0,5.0,,10.0,11.4,14.5,,,182
00-0041149,Haynes King,QB,CAR,INA,25.6,0.0,3.0,3.0,,11.4,11.3,11.7,,,78
00-0041323,Myles Montgomery,RB,NE,RES,23.4,0.0,4.0,4.0,,9.5,11.2,13.1,,,121
00-0033375,Tim Patrick,WR,NYJ,RES,32.8,9.0,5.0,5.0,44.2,8.4,11.2,14.0,,,183
00-0041398,Riley Nowakowski,TE,PIT,ACT,24.2,0.0,,4.0,,7.3,10.8,12.2,,,112
00-0028986,Case Keenum,QB,CHI,ACT,38.5,14.0,3.0,3.0,,10.5,10.8,11.5,,,79
00-0038579,Aidan O'Connell,QB,LV,INA,28.0,3.0,3.0,3.0,4.8,11.1,10.8,9.2,,,80
00-0037231,Kevin Austin Jr.,WR,NO,ACT,26.4,4.0,,7.0,26.5,7.8,10.8,12.7,,,184
00-0040534,Ke'Shawn Williams,WR,CIN,INA,24.7,1.0,6.0,6.0,2.0,8.5,10.8,12.8,,,185
00-0037292,Andrew Ogletree,TE,IND,ACT,28.1,4.0,3.0,3.0,10.7,8.6,10.7,12.6,,,113
00-0040598,Mark Redman,TE,GB,ACT,24.6,1.0,4.0,4.0,,8.7,10.6,12.8,,,114
00-0036646,Simi Fehoko,WR,ARI,ACT,28.8,5.0,7.0,7.0,0.0,7.3,10.6,12.7,,,186
00-0040906,Garrett Nussmeier,QB,KC,INA,24.6,0.0,3.0,3.0,,11.0,10.2,10.9,,,81
00-0039471,Frank Gore Jr.,RB,BUF,ACT,24.5,2.0,,4.0,,8.9,10.2,11.3,,,122
00-0040172,Jordan Watkins,WR,SF,INA,24.5,1.0,5.0,5.0,3.6,8.5,10.0,12.8,,,187
00-0035645,Gunner Olszewski,WR,NYG,RES,29.8,7.0,6.0,6.0,30.8,8.4,9.9,11.5,,,188
00-0035535,Darius Slayton,WR,,FA,29.6,7.0,,,80.3,8.1,9.9,12.1,,,189
00-0036463,Chris Blair,WR,ATL,ACT,28.9,5.0,5.0,5.0,0.0,7.4,9.8,11.3,,,190
00-0040581,Dont'e Thornton Jr.,WR,LV,RES,23.8,1.0,6.0,6.0,18.5,8.1,9.8,13.0,,,191
00-0040891,Cole Payton,QB,PHI,INA,23.8,0.0,4.0,4.0,,9.1,9.7,11.1,,,82
00-0034791,Nick Chubb,RB,,FA,30.7,8.0,,,81.8,8.9,9.6,10.1,,,123
00-0040981,Joe Fagnano,QB,BAL,INA,25.4,0.0,3.0,3.0,,8.7,9.6,10.0,,,83
00-0040009,Savion Williams,WR,GB,RES,24.8,1.0,7.0,7.0,20.5,8.2,9.6,12.6,,,192
00-0041087,Joe Royer,TE,CLE,RES,24.5,0.0,4.0,4.0,,7.5,9.6,12.8,,,115
00-0040589,Kurtis Rourke,QB,SF,INA,25.9,1.0,3.0,3.0,,9.3,9.4,9.4,,,84
00-0036842,Kene Nwangwu,RB,NYJ,INA,28.6,5.0,4.0,4.0,10.9,8.9,9.4,11.4,,,124
00-0039648,David Martin-Robinson,TE,TEN,ACT,26.7,2.0,4.0,4.0,11.0,7.2,9.3,11.0,,,116
00-0040930,Camden Brown,WR,DAL,INA,22.3,0.0,6.0,6.0,,7.9,9.2,10.6,,,193
00-0036879,Sam Ehlinger,QB,DEN,INA,27.9,5.0,3.0,3.0,,9.6,9.2,9.9,,,85
00-0040429,Josh Williams,RB,TB,ACT,26.2,1.0,,4.0,1.1,7.5,9.1,10.5,,,125
00-0034775,Christian Kirk,WR,SF,RES,29.8,8.0,7.0,7.0,43.9,7.9,9.0,12.7,,,194
00-0040901,Jaren Kanak,TE,TEN,RES,22.6,0.0,5.0,5.0,,6.6,9.0,11.5,,,117
00-0040547,Nate Carter,RB,KC,DEV,24.3,1.0,,4.0,4.0,7.6,8.9,9.5,,,126
00-0037078,Cole Turner,TE,MIA,RES,26.5,4.0,5.0,5.0,,7.1,8.9,12.3,,,118
00-0039534,Carter Bradley,QB,JAX,RES,26.5,2.0,3.0,3.0,,8.6,8.9,9.4,,,86
00-0039244,Chris Collier,RB,LV,RES,26.4,2.0,4.0,4.0,,7.3,8.9,10.6,,,127
00-0039824,Jared Wiley,TE,KC,INA,25.8,2.0,3.0,3.0,0.9,6.8,8.8,11.6,,,119
00-0040203,Will Howard,QB,PIT,INA,24.9,1.0,3.0,3.0,,9.9,8.8,9.0,,,87
00-0041399,CJ Daniels,WR,LA,INA,24.7,0.0,7.0,7.0,,6.1,8.7,10.5,,,195
00-0040039,Amar Johnson,RB,LAC,DEV,23.6,1.0,,4.0,0.8,7.0,8.6,9.2,,,128
00-0038440,Zavier Scott,RB,CHI,DEV,27.1,3.0,,5.0,32.2,7.2,8.3,9.7,,,129
00-0035359,David Sills,WR,TB,RES,31.3,7.0,7.0,7.0,40.1,6.6,8.1,10.3,,,196
00-0038400,Tanner McKee,QB,PHI,INA,26.3,3.0,3.0,3.0,13.8,7.1,8.0,9.1,,,88
00-0040948,J. Michael Sturdivant,WR,GB,INA,24.0,0.0,6.0,6.0,,6.4,8.0,10.0,,,197
00-0040311,Theo Wease Jr.,WR,LAC,DEV,25.2,1.0,,7.0,22.9,5.4,7.9,10.9,,,198
00-0036414,Cam Akers,RB,,FA,27.2,6.0,,,7.2,7.7,7.9,9.0,,,130
00-0041239,Chip Trayanum,RB,NYJ,RES,24.7,0.0,5.0,5.0,,7.0,7.8,8.7,,,131
00-0041123,Behren Morton,QB,NE,INA,24.6,0.0,3.0,3.0,,8.2,7.8,8.1,,,89
00-0040509,Ben Yurosek,TE,MIN,RES,24.5,1.0,3.0,3.0,2.4,6.0,7.8,8.9,,,120
00-0037276,Ty Chandler,RB,NO,RES,28.3,4.0,5.0,5.0,7.3,6.9,7.7,10.1,,,132
00-0037086,Grant Calcaterra,TE,PHI,RES,27.7,4.0,5.0,5.0,18.1,5.4,7.6,9.9,,,121
00-0036556,Brevin Jordan,TE,HOU,INA,26.1,5.0,5.0,5.0,,5.3,7.6,10.4,,,122
00-0041436,DJ Herman,RB,MIA,ACT,24.5,0.0,,5.0,,6.3,7.6,8.5,,,133
00-0029263,Russell Wilson,QB,,FA,37.8,14.0,,,49.8,9.4,7.5,6.5,,,90
00-0040225,Thomas Fidone II,TE,NYG,INA,23.9,1.0,4.0,3.0,0.0,5.7,7.5,9.8,,,123
00-0041133,Dallen Bentley,TE,DEN,INA,25.7,0.0,4.0,4.0,,5.6,7.4,8.9,,,124
00-0036196,Gabe Davis,WR,,FA,27.5,6.0,,,24.9,5.9,7.3,8.4,,,199
00-0035891,Cody White,WR,LV,ACT,27.8,6.0,,10.0,16.5,5.9,7.3,9.4,,,200
00-0040211,Graham Mertz,QB,HOU,RES,25.7,1.0,3.0,3.0,,7.5,7.1,7.8,,,91
00-0036415,Van Jefferson,WR,WAS,DEV,30.1,6.0,,8.0,55.5,5.5,7.1,9.1,,,201
00-0034419,Braxton Berrios,WR,NYG,ACT,30.9,8.0,,7.0,6.7,4.8,7.0,8.8,,,202
00-0041414,Matthew Caldwell,QB,LA,RES,23.3,0.0,4.0,4.0,,6.6,7.0,8.0,,,92
00-0036387,Jalen Reagor,WR,MIA,DEV,27.7,6.0,,7.0,,5.1,7.0,6.8,,,203
00-0037745,Velus Jones Jr.,RB,SEA,ACT,29.3,4.0,,6.0,3.2,6.5,7.0,7.6,,,134
00-0035406,Lil'Jordan Humphrey,WR,,FA,28.4,7.0,6.0,,28.1,5.5,7.0,9.1,,,204
00-0040488,Carter Runyon,TE,LV,RES,25.1,1.0,4.0,4.0,0.8,5.2,6.7,8.2,,,125
00-0034407,Ray-Ray McCloud,WR,CHI,RES,29.9,8.0,,7.0,10.4,4.8,6.7,7.8,,,205
00-0037031,Nikola Kalinic,TE,CHI,RES,29.6,4.0,4.0,4.0,0.0,5.2,6.5,7.5,,,126
00-0038389,Israel Abanikanda,RB,DAL,INA,23.9,3.0,,5.0,,5.6,6.5,7.0,,,135
00-0040563,Efton Chism III,WR,NE,INA,24.8,1.0,6.0,6.0,15.0,5.5,6.5,8.7,,,206
00-0030564,DeAndre Hopkins,WR,,FA,34.2,13.0,,,56.0,4.5,6.5,8.7,,,207
00-0036755,Jaret Patterson,RB,,FA,26.7,5.0,,,24.2,5.3,6.3,7.3,,,136
00-0040058,Nick Kallerup,TE,SEA,INA,25.4,1.0,4.0,4.0,0.0,4.8,6.2,7.2,,,127
00-0039737,Tip Reiman,TE,ARI,RES,25.0,2.0,4.0,4.0,3.3,5.0,6.1,8.2,,,128
00-0037311,Ko Kieft,TE,TB,ACT,28.6,4.0,3.0,3.0,0.0,4.8,6.1,7.7,,,129
00-0038409,Lew Nichols III,RB,PIT,DEV,25.0,3.0,,4.0,0.0,4.7,6.1,7.1,,,137
00-0041326,CJ Donaldson,RB,NO,ACT,22.1,0.0,,8.0,,5.6,6.1,7.2,,,138
00-0038979,Cedric Tillman,WR,NO,DEV,26.4,3.0,,8.0,49.5,5.3,6.0,8.5,,,208
00-0040244,Moliki Matavao,TE,NO,RES,23.5,1.0,4.0,4.0,2.0,4.5,6.0,6.7,,,130
00-0038394,Will Mallory,TE,IND,RES,27.2,3.0,4.0,4.0,2.1,5.1,5.9,8.1,,,131
00-0038735,Princeton Fant,TE,DAL,RES,27.5,3.0,4.0,4.0,0.0,4.4,5.9,6.7,,,132
00-0040021,Phil Mafah,RB,,FA,23.9,1.0,,,9.9,5.7,5.8,5.6,,,139
00-0038839,Mitchell Tinsley,WR,HOU,DEV,27.0,3.0,,8.0,27.6,4.6,5.8,7.8,,,209
00-0036182,Nick Westbrook-Ikhine,WR,IND,DEV,29.4,6.0,,9.0,14.4,3.9,5.8,6.6,,,210
00-0038720,Julian Hill,TE,NE,RES,26.1,3.0,5.0,5.0,23.5,4.1,5.8,7.4,,,133
00-0041366,Jameson Geers,TE,ARI,RES,23.7,0.0,5.0,5.0,,4.4,5.7,6.8,,,134
00-0037267,Jerome Ford,RB,,FA,27.0,4.0,,,30.6,5.4,5.6,7.2,,,140
00-0038590,Justin Shorter,WR,LV,RES,26.4,3.0,7.0,7.0,0.0,4.5,5.6,6.6,,,211
00-0037327,Skylar Thompson,QB,BAL,RES,29.2,4.0,4.0,4.0,,5.3,5.5,5.6,,,93
00-0033319,Nick Mullens,QB,JAX,ACT,31.4,9.0,,5.0,-0.0,4.2,5.4,4.9,,,94
00-0041178,Robert Henry Jr.,RB,WAS,DEV,24.7,0.0,,6.0,,4.9,5.3,6.2,,,141
00-0037132,Britain Covey,WR,PHI,ACT,29.5,4.0,,8.0,3.0,3.6,5.3,6.6,,,212
00-0040432,Beaux Collins,WR,ATL,RES,23.7,1.0,6.0,6.0,3.5,4.6,5.3,6.9,,,213
00-0030061,Zach Ertz,TE,,FA,35.8,13.0,,,101.4,3.3,5.3,8.5,,,135
00-0034854,KhaDarel Hodge,WR,SF,ACT,32.7,8.0,,9.0,4.6,4.0,5.2,6.6,,,214
00-0040853,Carson Towt,TE,IND,RES,25.3,0.0,5.0,5.0,,4.2,5.2,6.3,,,136
00-0038488,Brady Russell,RB,SEA,ACT,28.0,3.0,,8.0,0.0,3.9,5.2,6.1,,,142
00-0040953,Jeff Caldwell,WR,KC,RES,23.5,0.0,7.0,7.0,,4.9,5.2,5.4,,,215
00-0039266,Kendall Milton,RB,CIN,DEV,24.6,2.0,,4.0,0.2,4.2,5.1,5.6,,,143
00-0038397,Evan Hull,RB,ARI,DEV,25.8,3.0,,6.0,5.9,4.0,5.1,6.3,,,144
00-0040955,John Michael Gyllenborg,TE,KC,RES,24.1,0.0,5.0,5.0,,4.0,5.1,6.3,,,137
00-0039623,Mason Tipton,WR,NO,RES,25.9,2.0,6.0,6.0,14.9,4.2,5.1,5.9,,,216
00-0035282,Easton Stick,QB,TB,DEV,31.0,7.0,,3.0,,5.0,5.1,3.4,,,95
00-0038938,Jalin Hyatt,WR,NYG,DEV,24.9,3.0,,8.0,6.0,3.9,5.1,6.0,,,217
00-0026300,Josh Johnson,QB,CIN,DEV,40.3,18.0,,3.0,24.4,5.2,5.0,4.5,,,96
00-0037380,Kaden Davis,WR,CHI,ACT,27.9,4.0,,8.0,0.0,3.5,5.0,5.1,,,218
00-0033357,Taysom Hill,TE,,FA,36.0,9.0,,,36.3,4.6,4.9,4.5,,,138
00-0037617,Hassan Haskins,RB,NE,DEV,26.8,4.0,,5.0,8.0,4.5,4.9,5.9,,,145
00-0037120,Tyler Goodson,RB,ATL,DEV,25.8,4.0,,4.0,4.2,3.6,4.9,5.6,,,146
00-0038550,Hendon Hooker,QB,TEN,DEV,28.6,3.0,,3.0,,4.3,4.8,4.2,,,97
00-0038108,Bailey Zappe,QB,NYJ,DEV,27.4,4.0,,3.0,,5.5,4.8,4.0,,,98
00-0040568,Lan Larison,RB,NE,ACT,24.9,1.0,,7.0,,4.3,4.7,5.1,,,147
00-0040240,Caleb Lohner,TE,DEN,RES,24.9,1.0,5.0,5.0,,3.7,4.7,6.0,,,139
00-0039884,Tahj Washington,WR,,FA,25.3,2.0,,,3.2,4.3,4.7,5.2,,,219
00-0040067,Jacardia Wright,RB,SEA,DEV,25.9,1.0,,5.0,2.0,4.3,4.7,5.1,,,148
00-0039710,Jeshaun Jones,WR,MIN,RES,26.7,2.0,6.0,6.0,0.0,3.9,4.6,6.1,,,220
00-0035544,Tom Kennedy,WR,DET,ACT,30.1,7.0,,6.0,5.6,3.3,4.6,6.2,,,221
00-0037258,Dameon Pierce,RB,PHI,DEV,26.5,4.0,,5.0,3.6,4.2,4.6,5.8,,,149
00-0041467,Lewis Bond,WR,HOU,DEV,23.3,0.0,,9.0,,3.5,4.6,5.7,,,222
00-0036635,Ihmir Smith-Marsette,WR,ARI,DEV,27.0,5.0,,8.0,,3.5,4.6,4.8,,,223
00-0035589,Gary Jennings,WR,LAC,DEV,29.5,7.0,,8.0,,3.6,4.6,5.3,,,224
00-0037487,Deven Thompkins,WR,LV,DEV,26.7,4.0,,11.0,4.7,3.3,4.4,4.9,,,225
00-0039398,Joe Milton III,QB,DAL,DEV,26.5,2.0,,3.0,10.3,5.1,4.4,5.4,,,99
00-0040352,Coleman Owen,WR,IND,RES,25.4,1.0,7.0,7.0,0.0,3.3,4.4,5.3,,,226
00-0031484,Chris Manhertz,TE,NYG,ACT,34.4,11.0,,4.0,1.2,3.2,4.3,5.1,,,140
00-0031687,Raheem Mostert,RB,,FA,34.4,11.0,,,23.4,3.6,4.3,4.8,,,150
00-0036187,Reggie Gilliam,RB,NE,ACT,29.0,6.0,,6.0,3.8,3.7,4.3,5.5,,,151
00-0033857,JuJu Smith-Schuster,WR,,FA,29.8,9.0,,,57.0,3.4,4.2,5.3,,,227
00-0041257,Eric Rivers Jr.,WR,TB,DEV,24.0,0.0,,9.0,,3.6,4.2,5.2,,,228
00-0040094,Tre Watson,TE,MIA,DEV,23.9,1.0,,6.0,,3.0,4.2,5.3,,,141
00-0041170,Hayden Large,TE,CHI,RES,24.4,0.0,5.0,5.0,,3.2,4.1,5.1,,,142
00-0039936,Thomas Yassmin,TE,GB,RES,26.9,2.0,6.0,6.0,,3.3,4.1,5.3,,,143
00-0036959,Michael Bandy,WR,DEN,DEV,28.7,5.0,,6.0,13.0,2.9,4.1,4.9,,,229
00-0036427,Tyler Johnson,WR,,FA,28.0,6.0,,,31.7,2.8,4.1,6.1,,,230
00-0037317,Nick Muse,TE,ATL,ACT,27.8,4.0,,4.0,,2.9,4.0,5.2,,,144
00-0040938,DJ Rogers,TE,DAL,RES,24.8,0.0,5.0,5.0,,3.2,4.0,4.9,,,145
00-0041453,Luke Altmyer,QB,DET,DEV,23.9,0.0,,3.0,,4.1,4.0,3.9,,,100
00-0033589,David Moore,WR,CAR,DEV,31.6,9.0,,9.0,2.2,2.6,4.0,4.7,,,231
00-0041005,Corey Rucker,WR,LV,RES,24.2,0.0,8.0,8.0,,3.1,3.9,4.8,,,232
00-0036165,Isaiah Hodgins,WR,,FA,27.9,6.0,,,22.5,2.6,3.9,5.0,,,233
00-0040241,Dominic Lovett,WR,DET,DEV,23.8,1.0,,7.0,0.0,3.1,3.8,5.3,,,234
00-0041287,Kole Wilson,WR,CLE,DEV,22.7,0.0,,9.0,,3.0,3.8,5.7,,,235
00-0040205,Kalel Mullings,RB,TEN,DEV,23.9,1.0,,6.0,0.7,2.8,3.8,3.6,,,152
00-0038098,Pierre Strong,RB,GB,DEV,27.7,4.0,,5.0,,3.4,3.7,4.6,,,153
00-0038489,Ben VanSumeren,RB,KC,ACT,26.3,3.0,,5.0,,2.7,3.7,4.1,,,154
00-0038752,Jake Bobo,WR,SEA,RES,28.1,3.0,7.0,7.0,3.0,2.7,3.7,4.6,,,236
00-0032385,Sterling Shepard,WR,,FA,33.6,10.0,,,62.5,3.4,3.7,4.8,,,237
00-0035100,Jake Browning,QB,,FA,30.4,7.0,,,48.7,3.4,3.7,3.8,,,101
00-0040431,Dalen Cambre,WR,NYG,INA,25.4,1.0,,10.0,0.0,2.8,3.7,4.4,,,238
00-0040405,Jamaal Pritchett,WR,NYJ,DEV,23.2,1.0,,7.0,,2.8,3.6,4.8,,,239
00-0040653,Ricky White III,WR,SEA,DEV,24.6,1.0,,9.0,,2.8,3.6,4.1,,,240
00-0040394,Anthony Tyus III,RB,CAR,DEV,23.5,1.0,,5.0,,3.1,3.6,3.8,,,155
00-0040259,Gage Larvadain,WR,,FA,23.7,1.0,,,10.9,2.9,3.6,4.9,,,241
00-0036841,Austin Trammell,WR,JAX,DEV,28.2,5.0,,7.0,6.1,2.9,3.5,4.4,,,242
00-0040753,Will Sheppard,WR,MIA,DEV,24.6,1.0,,8.0,,2.6,3.5,4.3,,,243
00-0041172,Miller Moss,QB,CHI,INA,24.5,0.0,,4.0,,3.4,3.5,3.8,,,102
00-0040895,Emmanuel Henderson Jr.,WR,SEA,DEV,23.4,0.0,,8.0,,2.6,3.4,4.3,,,244
00-0040438,Antwane Wells Jr.,WR,ATL,DEV,25.4,1.0,,8.0,,3.0,3.4,3.8,,,245
00-0035243,Miles Sanders,RB,,FA,29.3,7.0,,,22.7,3.0,3.4,4.5,,,156
00-0040900,Anthony Smith,WR,DAL,DEV,24.5,0.0,,7.0,,2.4,3.4,3.9,,,246
00-0038647,Ronnie Bell,WR,LV,DEV,26.6,3.0,,9.0,9.3,2.7,3.3,4.9,,,247
00-0036775,Brandon Smith,WR,PIT,DEV,27.7,5.0,,10.0,,2.9,3.3,3.4,,,248
00-0040570,Jeremiah Webb,WR,NE,RES,25.3,1.0,7.0,7.0,,2.8,3.3,4.1,,,249
00-0039626,Cole Burgess,WR,PIT,RES,26.6,2.0,7.0,7.0,,2.6,3.3,4.3,,,250
00-0036679,Shane Buechele,QB,BUF,DEV,28.6,5.0,,3.0,3.9,3.3,3.3,3.5,,,103
00-0039816,Anthony Gould,WR,IND,DEV,25.4,2.0,,10.0,1.6,2.5,3.3,3.9,,,251
00-0036328,Antonio Gibson,RB,,FA,28.2,6.0,,,22.2,3.1,3.3,4.2,,,157
00-0040317,Jacoby Jones,WR,,FA,25.1,1.0,8.0,,3.0,2.6,3.2,4.3,,,252
00-0041486,Anderson Castle,RB,IND,DEV,24.6,0.0,,4.0,,3.0,3.2,3.5,,,158
00-0033943,Josh Reynolds,WR,,FA,31.5,9.0,,,17.6,1.8,3.2,3.4,,,253
00-0037156,Irvin Charles,WR,SEA,RES,29.4,4.0,6.0,6.0,,3.0,3.2,4.7,,,254
00-0038930,Carlos Washington,RB,MIA,DEV,27.7,3.0,,6.0,,2.6,3.2,3.8,,,159
00-0037828,Danny Gray,WR,PHI,DEV,27.4,4.0,,10.0,,2.7,3.2,3.8,,,255
00-0038953,Dylan Drummond,WR,ATL,DEV,26.6,3.0,,7.0,7.7,2.5,3.1,3.8,,,256
00-0040628,Drake Dabney,TE,GB,DEV,24.3,1.0,,7.0,0.8,2.4,3.1,3.8,,,146
00-0033376,Patrick Ricard,RB,NYG,ACT,32.3,9.0,,5.0,1.6,1.8,3.1,3.2,,,160
00-0040120,Jimmy Holiday,WR,KC,RES,24.7,1.0,8.0,8.0,,2.6,3.1,3.9,,,257
00-0039677,Sam Hartman,QB,WAS,DEV,27.1,2.0,,4.0,,2.9,3.0,2.7,,,104
00-0032211,Tyler Lockett,WR,,FA,33.9,11.0,,,51.1,2.3,3.0,4.3,,,258
00-0036020,Salvon Ahmed,RB,CHI,DEV,27.7,6.0,,6.0,,2.5,3.0,3.6,,,161
00-0038809,Ben Sims,TE,,FA,26.3,3.0,6.0,,4.5,2.3,3.0,3.9,,,147
00-0041217,J'Mari Taylor,RB,JAX,DEV,24.5,0.0,,5.0,,2.6,2.9,3.6,,,162
00-0041081,Max Bredeson,RB,MIN,ACT,23.9,0.0,,5.0,,2.3,2.9,4.1,,,163
00-0036345,K.J. Osborn,WR,TEN,DEV,29.2,6.0,,7.0,,1.4,2.9,3.1,,,259
00-0037475,Stone Smartt,TE,NO,DEV,27.9,4.0,,5.0,8.7,2.2,2.9,3.6,,,148
00-0040522,Xavier Restrepo,WR,TEN,DEV,24.4,1.0,,6.0,5.6,1.8,2.9,3.4,,,260
00-0033854,Dare Ogunbowale,RB,LV,DEV,32.3,9.0,,5.0,19.1,2.2,2.8,4.2,,,164
00-0040601,Jordan Waters,RB,LA,DEV,25.7,0.0,,4.0,,2.7,2.8,3.1,,,165
00-0041179,Chris Hilton Jr.,WR,GB,DEV,23.9,0.0,,9.0,,2.4,2.8,3.5,,,261
00-0040629,Dalevon Campbell,WR,,FA,24.7,1.0,7.0,,0.0,2.3,2.8,3.5,,,262
00-0040959,Jaydn Ott,RB,KC,DEV,23.7,0.0,,7.0,,2.4,2.8,3.4,,,166
00-0036360,Clyde Edwards-Helaire,RB,,FA,27.4,6.0,,,3.2,2.5,2.8,2.9,,,167
00-0041312,Noah Whittington,RB,HOU,DEV,24.7,0.0,,5.0,,2.5,2.8,3.5,,,168
00-0040260,Ahmani Marshall,RB,CAR,DEV,24.4,1.0,,6.0,,2.5,2.7,3.0,,,169
00-0041368,Harrison Wallace III,WR,ARI,DEV,23.4,0.0,,9.0,,2.3,2.7,3.4,,,263
00-0041139,Damon Bankston,RB,GB,DEV,23.4,0.0,,6.0,,2.4,2.7,3.5,,,170
00-0039518,Treyton Welch,TE,NO,ACT,25.6,2.0,,6.0,,2.2,2.7,3.1,,,149
00-0039394,Casey Washington,WR,CAR,DEV,25.5,2.0,,8.0,12.4,2.0,2.7,3.4,,,264
00-0040954,Omari Evans,WR,KC,DEV,22.7,0.0,,9.0,,2.2,2.7,3.4,,,265
00-0039577,Kedon Slovis,QB,GB,DEV,25.4,2.0,,3.0,-0.1,2.1,2.7,2.2,,,105
00-0041203,Joey Aguilar,QB,JAX,DEV,25.2,0.0,,4.0,,2.8,2.7,2.7,,,106
00-0034367,Nyheim Hines,RB,,FA,29.8,8.0,,,-0.2,2.4,2.7,3.0,,,171
00-0034983,Hunter Renfrow,WR,,FA,30.7,7.0,,,28.4,2.0,2.7,3.1,,,266
00-0041220,Michael Wortham,WR,JAX,DEV,24.2,0.0,,10.0,,2.1,2.7,3.4,,,267
00-0040597,Brennan Presley,WR,LA,DEV,24.6,1.0,,9.0,,2.3,2.6,3.4,,,268
00-0039236,Johnny Wilson,WR,PHI,RES,25.4,2.0,7.0,7.0,,2.1,2.6,2.8,,,269
00-0038643,Brayden Willis,TE,SF,DEV,26.8,3.0,,4.0,0.0,2.5,2.6,3.3,,,150
00-0041156,Mark Gronowski,QB,HOU,DEV,24.9,0.0,,4.0,,2.7,2.6,2.6,,,107
00-0038040,Zamir White,RB,NO,DEV,27.0,4.0,,7.0,7.6,1.6,2.6,2.4,,,172
00-0041267,Malik McClain,WR,NYJ,DEV,23.9,0.0,,8.0,,2.2,2.6,3.2,,,270
00-0034860,Dante Pettis,WR,,FA,30.9,8.0,,,15.2,2.3,2.6,3.6,,,271
00-0034521,Allen Lazard,WR,,FA,30.7,8.0,,,18.0,2.1,2.6,2.9,,,272
00-0041176,Jaden Bradley,WR,WAS,DEV,23.4,0.0,,9.0,,2.0,2.6,3.1,,,273
00-0039379,Jamari Thrash,WR,,FA,25.7,2.0,7.0,,15.7,2.3,2.5,3.4,,,274
00-0033699,Austin Ekeler,RB,,FA,31.3,9.0,,,10.6,2.3,2.5,1.9,,,173
00-0041342,Dillon Bell,WR,MIN,DEV,22.8,0.0,,9.0,,2.0,2.5,3.0,,,275
00-0040265,Ja'Seem Reed,WR,CAR,DEV,23.4,1.0,,10.0,,2.0,2.5,3.1,,,276
00-0038465,Malik Heath,WR,,FA,26.4,3.0,,,11.6,1.7,2.5,3.2,,,277
00-0035298,Scott Miller,WR,CHI,DEV,29.1,7.0,,6.0,10.7,1.4,2.4,3.9,,,278
00-0040998,Roman Hemby,RB,LV,DEV,24.0,0.0,,7.0,,2.0,2.4,2.8,,,174
00-0037382,Brandon Johnson,WR,PIT,DEV,28.1,4.0,,8.0,,1.8,2.4,3.1,,,279
00-0040970,Michael Briscoe,WR,MIN,DEV,24.1,0.0,,8.0,,1.9,2.4,2.9,,,280
00-0038396,Eric Gray,RB,,FA,26.8,3.0,,,0.0,1.6,2.4,3.0,,,175
