player_id,name,position,team,status,age,exp,dc_rank,room_order,l1_fantasy_points_half,proj_std,proj_half,proj_ppr,p10_half,p90_half,pos_rank_half
00-0041395,Eli Raridon,TE,NE,ACT,22.6,0.0,2.0,2.0,,35.0,49.1,60.7,9.7,96.3,44
00-0040668,Shedeur Sanders,QB,CLE,ACT,24.6,1.0,2.0,2.0,84.9,49.3,49.1,51.0,0.0,124.5,40
00-0035644,Noah Fant,TE,NO,ACT,28.8,7.0,2.0,2.0,57.8,35.7,48.9,62.4,9.5,96.1,45
00-0040237,Tez Johnson,WR,TB,ACT,24.3,1.0,5.0,5.0,78.4,38.6,48.7,59.9,2.4,107.9,97
00-0041056,Cade Klubnik,QB,NYJ,ACT,22.9,0.0,2.0,2.0,,45.0,48.0,52.4,0.0,123.4,41
00-0036637,Noah Gray,TE,KC,ACT,27.3,5.0,2.0,2.0,28.3,35.1,48.0,61.1,8.6,95.2,46
00-0041503,Nate Boerkircher,TE,JAX,ACT,25.0,0.0,2.0,2.0,,36.8,47.6,60.3,8.2,94.8,47
00-0041125,Seth McGowan,RB,IND,ACT,24.9,0.0,2.0,2.0,,43.7,47.3,52.6,0.0,115.9,69
00-0031503,Jameis Winston,QB,NYG,ACT,32.7,11.0,2.0,2.0,42.8,49.4,47.3,49.9,0.0,122.7,42
00-0040729,Jack Bech,WR,LV,ACT,23.7,1.0,3.0,3.0,32.4,37.0,46.8,53.9,0.5,106.0,98
00-0041524,Will Kacmarek,TE,MIA,ACT,23.6,0.0,2.0,2.0,,35.1,46.5,51.3,7.1,93.7,48
00-0040131,Kyle Williams,WR,NE,ACT,23.8,1.0,5.0,5.0,44.2,36.5,46.4,53.1,0.1,105.6,99
00-0041029,Jordyn Tyson,WR,NO,RES,22.1,0.0,5.0,5.0,,35.5,45.7,52.4,0.0,104.9,100
00-0033555,Mack Hollins,WR,NE,ACT,33.0,9.0,4.0,4.0,90.4,34.5,45.2,54.1,0.0,104.4,101
00-0040142,Kaleb Johnson,RB,GB,ACT,23.0,1.0,3.0,3.0,8.3,40.8,45.0,52.7,0.0,113.6,70
00-0034837,Calvin Ridley,WR,TEN,ACT,31.7,8.0,3.0,3.0,38.8,35.1,44.7,52.9,0.0,103.9,102
00-0038551,Kendre Miller,RB,NO,ACT,24.2,3.0,3.0,3.0,30.8,36.2,44.1,45.0,0.0,112.7,71
00-0039376,Spencer Rattler,QB,NO,ACT,25.9,2.0,2.0,2.0,98.6,42.8,44.0,46.3,0.0,119.4,43
00-0038685,Chris Brooks,RB,GB,ACT,26.6,3.0,2.0,2.0,26.2,35.3,44.0,48.0,0.0,112.6,72
00-0040737,Terrance Ferguson,TE,LA,ACT,23.5,1.0,3.0,3.0,46.6,33.1,43.9,52.5,4.5,91.1,49
00-0040170,Elic Ayomanor,WR,TEN,ACT,23.2,1.0,5.0,5.0,96.0,32.6,43.8,51.4,0.0,103.0,103
00-0041490,Eli Heidenreich,RB,PIT,ACT,23.1,0.0,3.0,3.0,,37.5,43.6,49.1,0.0,112.2,73
00-0031610,Darren Waller,TE,CAR,ACT,34.0,11.0,3.0,3.0,76.7,33.7,43.5,51.5,4.1,90.7,50
00-0036265,AJ Dillon,RB,CAR,ACT,28.3,6.0,3.0,3.0,7.6,37.0,42.8,49.2,0.0,111.4,74
00-0041096,Kaytron Allen,RB,WAS,ACT,23.6,0.0,3.0,3.0,,39.4,42.7,42.4,0.0,111.3,75
00-0033307,Kendrick Bourne,WR,ARI,ACT,31.1,9.0,3.0,3.0,73.6,32.5,42.7,49.7,0.0,101.9,104
00-0041051,Zavion Thomas,WR,CHI,ACT,22.5,0.0,4.0,4.0,,35.0,42.5,47.1,0.0,101.7,105
00-0041550,Brenen Thompson,WR,LAC,ACT,23.1,0.0,4.0,4.0,,31.7,41.8,50.9,0.0,101.0,106
00-0040782,Isaiah Bond,WR,CLE,ACT,22.5,1.0,4.0,4.0,45.7,32.6,41.6,54.7,0.0,100.8,107
00-0040014,Kyle McCord,QB,MIA,ACT,24.0,1.0,2.0,2.0,,43.5,41.5,41.0,0.0,116.9,44
00-0040134,Pat Bryant,WR,DEN,ACT,23.7,1.0,5.0,5.0,59.3,32.2,41.5,51.1,0.0,100.7,108
00-0031235,Odell Beckham Jr.,WR,NYG,ACT,33.8,12.0,4.0,4.0,,32.3,41.1,49.5,0.0,100.3,109
00-0041496,Jonah Coleman,RB,DEN,ACT,23.0,0.0,3.0,3.0,,35.7,41.0,51.5,0.0,109.6,76
00-0041568,Ty Simpson,QB,LA,INA,23.7,0.0,3.0,3.0,,38.2,40.7,42.5,0.0,116.1,45
00-0035208,Olamide Zaccheaus,WR,ATL,ACT,29.1,7.0,3.0,3.0,65.3,30.5,40.6,48.3,0.0,99.8,110
00-0038705,Emari Demercado,RB,DAL,ACT,27.6,3.0,3.0,3.0,51.8,35.9,40.5,49.6,0.0,109.1,77
00-0032775,Demarcus Robinson,WR,SF,ACT,31.9,10.0,4.0,4.0,47.2,31.2,40.2,47.5,0.0,99.4,111
00-0033110,Tyler Higbee,TE,LA,ACT,33.7,10.0,2.0,2.0,58.6,30.3,39.5,50.8,0.1,86.7,51
00-0037563,Malik Davis,RB,DAL,RES,27.8,4.0,2.0,2.0,39.6,37.6,39.5,43.7,0.0,108.1,78
00-0038102,Kenny Pickett,QB,CAR,ACT,28.2,4.0,2.0,2.0,7.7,39.2,39.5,34.7,0.0,114.9,46
00-0035537,Ty Johnson,RB,BUF,INA,29.0,7.0,3.0,3.0,88.3,32.4,39.5,43.2,0.0,108.1,79
00-0039917,Michael Penix Jr.,QB,ATL,INA,26.3,2.0,2.0,2.0,120.3,40.0,39.1,39.8,0.0,114.5,47
00-0041558,Sam Roush,TE,CHI,ACT,23.0,0.0,3.0,3.0,,29.9,38.7,46.8,0.0,85.9,52
00-0036988,Josh Palmer,WR,BUF,ACT,26.9,5.0,4.0,4.0,41.3,28.8,38.6,46.1,0.0,97.8,112
00-0037666,Jalen Tolbert,WR,MIA,INA,27.5,4.0,2.0,2.0,37.3,31.0,38.4,46.9,0.0,97.6,113
00-0037157,Bam Knight,RB,ARI,ACT,25.4,4.0,3.0,3.0,81.9,32.7,38.1,42.1,0.0,106.7,80
00-0040130,Jayden Higgins,WR,HOU,RES,23.7,1.0,7.0,7.0,109.0,28.8,37.9,43.6,0.0,97.1,114
00-0038951,Sean Tucker,RB,TB,INA,24.9,3.0,3.0,3.0,87.4,34.5,37.6,42.5,0.0,106.2,81
00-0038115,Daniel Bellinger,TE,TEN,ACT,25.9,4.0,2.0,2.0,50.1,27.3,37.2,48.5,0.0,84.4,53
00-0040739,Elijah Arroyo,TE,SEA,ACT,23.4,1.0,3.0,3.0,29.4,27.1,36.4,42.6,0.0,83.6,54
00-0039739,Roman Wilson,WR,PIT,ACT,25.2,2.0,3.0,3.0,32.6,29.5,36.3,39.8,0.0,95.5,115
00-0040187,Mitchell Evans,TE,CAR,ACT,23.3,1.0,2.0,2.0,38.7,26.0,35.7,44.2,0.0,82.9,55
00-0039364,Sione Vaki,RB,DET,ACT,25.1,2.0,2.0,2.0,0.4,28.8,35.4,37.0,0.0,104.0,82
00-0039751,Jordan Whittington,WR,LA,ACT,25.9,2.0,3.0,3.0,27.3,29.6,35.3,42.5,0.0,94.5,116
00-0032464,Kalif Raymond,WR,CHI,ACT,32.1,10.0,3.0,3.0,54.8,28.4,35.1,43.2,0.0,94.3,117
00-0036898,Davis Mills,QB,HOU,ACT,27.9,5.0,2.0,2.0,68.6,38.3,35.1,34.6,0.0,110.5,48
00-0033869,Mitchell Trubisky,QB,TEN,ACT,32.0,9.0,2.0,2.0,31.1,35.5,34.8,32.6,0.0,110.2,49
00-0036893,Najee Harris,RB,NYG,INA,28.5,5.0,3.0,3.0,10.1,28.8,34.8,38.3,0.0,103.4,83
00-0041099,Barion Brown,WR,NO,ACT,22.7,0.0,4.0,4.0,,26.3,34.6,41.1,0.0,93.8,118
00-0035249,Josh Oliver,TE,MIN,ACT,29.4,7.0,2.0,2.0,47.5,26.1,34.5,44.5,0.0,81.7,56
00-0032104,Ameer Abdullah,RB,JAX,ACT,33.2,11.0,4.0,4.0,29.9,30.6,34.4,44.7,0.0,103.0,84
00-0040590,Konata Mumpfield,WR,LA,ACT,23.9,1.0,4.0,4.0,20.2,26.5,33.9,41.1,0.0,93.1,119
00-0033553,James Conner,RB,ARI,RES,31.3,9.0,4.0,4.0,29.3,34.1,33.7,43.5,0.0,102.3,85
00-0041472,Marlin Klein,TE,HOU,ACT,24.0,0.0,4.0,4.0,,24.5,33.1,41.8,0.0,80.3,57
00-0037077,Sam Howell,QB,DAL,ACT,26.0,4.0,2.0,2.0,,34.5,33.0,33.5,0.0,108.4,50
00-0035289,Gardner Minshew,QB,ARI,ACT,30.3,7.0,2.0,2.0,-0.3,34.6,32.8,30.9,0.0,108.2,51
00-0041529,Kevin Coleman Jr.,WR,MIA,ACT,23.0,0.0,5.0,5.0,,26.3,32.7,40.1,0.0,91.9,120
00-0041251,Jalon Daniels,QB,TB,ACT,23.8,0.0,2.0,2.0,,28.9,32.3,33.7,0.0,107.7,52
00-0039451,Isaiah Williams,WR,NYJ,ACT,25.6,2.0,4.0,4.0,47.7,23.9,32.2,39.5,0.0,91.4,121
00-0040648,Tory Horton,WR,SEA,INA,23.8,1.0,4.0,4.0,58.6,24.7,32.0,37.9,0.0,91.2,122
00-0037012,Trey Lance,QB,LAC,ACT,26.3,5.0,2.0,2.0,13.5,30.3,31.9,32.3,0.0,107.3,53
00-0032950,Carson Wentz,QB,MIN,ACT,33.7,10.0,3.0,3.0,70.3,30.4,31.5,31.7,0.0,106.9,54
00-0039107,Stetson Bennett,QB,LA,ACT,28.8,3.0,2.0,2.0,,28.4,31.2,33.6,0.0,106.6,55
00-0027973,Andy Dalton,QB,PHI,ACT,38.8,15.0,2.0,2.0,9.5,31.2,31.1,30.7,0.0,106.5,56
00-0041483,Eli Stowers,TE,PHI,RES,23.4,0.0,3.0,3.0,,24.1,31.0,36.8,0.0,78.2,58
00-0036626,Dyami Brown,WR,WAS,ACT,26.8,5.0,6.0,6.0,39.7,21.9,30.8,36.3,0.0,90.0,123
00-0028118,Tyrod Taylor,QB,GB,ACT,37.1,15.0,2.0,2.0,59.5,32.9,30.7,33.8,0.0,106.1,57
00-0035704,Drew Lock,QB,SEA,ACT,29.8,7.0,2.0,2.0,0.1,32.8,30.6,28.4,0.0,106.0,58
00-0040466,Raheim Sanders,RB,CLE,ACT,24.2,1.0,3.0,3.0,18.8,26.9,30.5,35.7,0.0,99.1,86
00-0040208,Tahj Brooks,RB,CIN,ACT,24.3,1.0,3.0,3.0,5.9,27.0,30.4,36.8,0.0,99.0,87
00-0040556,Corey Kiner,RB,NE,ACT,24.6,1.0,3.0,3.0,8.3,26.6,30.3,36.0,0.0,98.9,88
00-0039021,Roschon Johnson,RB,CHI,ACT,25.6,3.0,3.0,3.0,1.7,25.9,30.1,35.0,0.0,98.7,89
00-0035993,Tyler Huntley,QB,BAL,ACT,28.6,6.0,2.0,2.0,40.1,29.9,30.1,32.0,0.0,105.5,59
00-0033923,Kareem Hunt,RB,,FA,31.1,9.0,,,136.4,28.5,30.0,32.2,0.0,98.6,90
00-0033955,Jeremy McNichols,RB,WAS,RES,30.7,9.0,4.0,4.0,60.2,26.7,30.0,35.1,0.0,98.6,91
00-0039796,Rasheen Ali,RB,BAL,ACT,25.5,2.0,3.0,3.0,19.7,23.1,29.7,34.6,,,92
00-0041579,Seydou Traore,TE,MIA,ACT,24.1,0.0,3.0,3.0,,20.8,29.3,34.6,,,59
00-0039746,Will Shipley,RB,PHI,ACT,24.0,2.0,3.0,3.0,15.0,23.5,29.0,34.3,,,93
00-0040179,DJ Giddens,RB,IND,INA,23.0,1.0,3.0,3.0,9.6,26.7,28.9,31.5,,,94
00-0040154,Tai Felton,WR,MIN,ACT,23.5,1.0,4.0,4.0,4.0,22.8,28.8,34.0,,,124
00-0040886,Nicholas Singleton,RB,TEN,INA,22.7,0.0,3.0,3.0,,24.2,28.6,33.4,,,95
00-0039912,Ben Sinnott,TE,WAS,ACT,24.2,2.0,3.0,3.0,22.9,20.6,28.5,34.3,,,60
00-0039299,George Holani,RB,SEA,ACT,26.7,2.0,2.0,2.0,19.8,22.8,27.9,31.6,,,96
00-0033949,Joshua Dobbs,QB,DET,ACT,31.6,9.0,2.0,2.0,2.1,26.7,27.7,28.9,,,60
00-0041077,Justin Joly,TE,MIA,INA,22.1,0.0,4.0,4.0,,20.4,27.5,32.8,,,61
00-0040177,Jordan James,RB,SF,INA,22.4,1.0,3.0,3.0,,26.4,27.0,29.9,,,97
00-0039373,Audric Estimé,RB,NO,RES,23.0,2.0,4.0,4.0,42.1,22.7,26.9,26.9,,,98
00-0040646,Jalen Royals,WR,KC,ACT,23.5,1.0,4.0,4.0,1.4,22.1,26.5,32.9,,,125
00-0032951,Laquon Treadwell,WR,IND,ACT,31.2,10.0,5.0,5.0,0.0,19.5,26.5,30.9,,,126
00-0039855,Jalen McMillan,WR,TB,INA,24.7,2.0,3.0,3.0,23.9,21.1,26.3,31.3,,,127
00-0040164,Jaylin Lane,WR,WAS,ACT,24.3,1.0,7.0,7.0,43.2,21.7,26.2,29.3,,,128
00-0041069,Colbie Young,WR,CIN,ACT,24.1,0.0,4.0,4.0,,20.3,25.7,32.5,,,129
00-0037614,John Metchie III,WR,CAR,INA,26.1,4.0,4.0,4.0,55.4,19.9,25.3,31.4,,,130
00-0041104,Demond Claiborne,RB,MIN,INA,22.9,0.0,3.0,3.0,,20.6,25.1,29.0,,,99
00-0034981,Foster Moreau,TE,HOU,ACT,29.3,7.0,2.0,2.0,9.4,17.8,24.8,30.6,,,62
00-0038547,Luke Schoonmaker,TE,DAL,ACT,27.9,3.0,3.0,3.0,20.2,16.8,24.8,31.0,,,63
00-0034771,Mason Rudolph,QB,PIT,ACT,31.1,8.0,2.0,2.0,15.0,27.5,24.7,25.0,,,61
00-0040218,Jimmy Horn Jr.,WR,CAR,ACT,24.0,1.0,5.0,5.0,23.2,17.7,24.6,28.1,,,131
00-0041067,Bryce Lance,WR,NO,ACT,24.0,0.0,3.0,3.0,,19.5,24.6,29.6,,,132
00-0040277,Jahdae Walker,WR,CHI,ACT,24.2,1.0,5.0,5.0,23.7,19.3,24.5,29.1,,,133
00-0038896,Jacob Saylors,RB,DET,ACT,26.5,3.0,3.0,3.0,1.1,20.2,24.5,28.1,,,100
00-0040194,Jackson Hawes,TE,BUF,ACT,25.7,1.0,3.0,3.0,44.7,18.9,24.5,27.9,,,64
00-0036754,Brock Wright,TE,DET,ACT,27.8,5.0,2.0,2.0,29.8,19.1,24.4,32.7,,,65
00-0040890,Cyrus Allen,WR,KC,ACT,23.6,0.0,5.0,5.0,,19.7,24.3,27.7,,,134
00-0040894,Malik Benson,WR,LV,ACT,23.9,0.0,4.0,4.0,,18.0,24.2,29.0,,,135
00-0036422,Adam Trautman,TE,DEN,ACT,29.6,6.0,2.0,2.0,35.5,18.8,24.2,28.3,,,66
00-0038090,Skyy Moore,WR,GB,ACT,26.0,4.0,5.0,5.0,12.3,19.1,24.0,28.4,,,136
00-0035631,Drew Sample,TE,CIN,ACT,30.4,7.0,2.0,2.0,24.4,18.2,24.0,27.7,,,67
00-0040234,Quinn Ewers,QB,JAX,INA,23.5,1.0,2.0,2.0,32.7,25.7,23.8,24.8,,,62
00-0039920,Malachi Corley,WR,CLE,ACT,24.4,2.0,6.0,6.0,26.1,18.2,23.8,29.5,,,137
00-0039603,British Brooks,RB,HOU,ACT,26.8,2.0,3.0,3.0,7.8,20.7,22.8,23.1,,,101
00-0037091,Bo Melton,WR,GB,ACT,27.3,4.0,4.0,4.0,22.2,19.4,22.6,28.8,,,138
00-0039074,Davis Allen,TE,LA,ACT,25.6,3.0,5.0,5.0,50.8,16.5,22.6,30.3,,,68
00-0039407,Dylan Laube,RB,LV,ACT,26.7,2.0,3.0,3.0,4.2,17.2,22.5,26.6,,,102
00-0039356,Ja'Tavion Sanders,TE,CAR,INA,23.4,2.0,4.0,4.0,39.5,17.7,22.3,28.4,,,69
00-0034270,Tyler Conklin,TE,DET,ACT,31.1,8.0,3.0,3.0,13.8,16.8,22.3,28.4,,,70
00-0041084,Tanner Koziol,TE,JAX,INA,22.6,0.0,3.0,3.0,,17.6,22.2,27.0,,,71
00-0032392,Austin Hooper,TE,ATL,ACT,31.8,10.0,3.0,3.0,48.8,15.0,22.0,29.6,,,72
00-0037805,Jeremy Ruckert,TE,NYJ,ACT,26.1,4.0,3.0,3.0,35.4,14.6,21.8,26.5,,,73
00-0039062,Jonathan Mingo,WR,DAL,ACT,25.4,3.0,5.0,5.0,3.0,18.0,21.8,29.8,,,139
00-0040184,KeAndre Lambert-Smith,WR,LAC,ACT,24.9,1.0,5.0,5.0,13.6,16.5,21.7,26.3,,,140
00-0040075,LaJohntay Wester,WR,BAL,ACT,24.4,1.0,6.0,6.0,0.0,14.0,21.6,28.1,,,141
00-0040887,Josh Cuevas,TE,BAL,ACT,23.9,0.0,4.0,4.0,,15.4,21.6,25.0,,,74
00-0037004,Hunter Long,TE,ARI,ACT,28.0,5.0,3.0,3.0,26.5,15.0,21.4,26.3,,,75
00-0038977,Tank Dell,WR,HOU,RES,26.8,3.0,6.0,6.0,,15.8,20.8,25.5,,,142
00-0033217,Mo Alie-Cox,TE,IND,ACT,33.0,9.0,2.0,2.0,24.2,15.8,20.6,25.5,,,76
00-0038640,Jalen Brooks,WR,ARI,ACT,26.3,3.0,4.0,4.0,6.6,15.5,20.3,24.7,,,143
00-0036849,Tutu Atwell,WR,LA,INA,26.9,5.0,5.0,5.0,28.2,16.2,20.2,25.9,,,144
00-0041041,Oscar Delp,TE,NO,INA,23.1,0.0,3.0,3.0,,17.0,20.0,26.1,,,77
00-0041510,Max Klare,TE,LA,INA,23.2,0.0,4.0,4.0,,16.0,20.0,26.3,,,78
00-0040879,Matthew Hibner,TE,BAL,ACT,24.5,0.0,3.0,3.0,,13.3,19.9,24.1,,,79
00-0039365,Jacob Cowing,WR,SF,ACT,25.6,2.0,6.0,6.0,,14.8,19.9,20.4,,,145
00-0041092,Taylen Green,QB,CLE,INA,23.9,0.0,3.0,3.0,,18.9,19.8,19.7,,,63
00-0037085,Tyler Badie,RB,DEN,INA,27.6,4.0,4.0,4.0,25.9,17.1,19.7,25.8,,,103
00-0037197,Isiah Pacheco,RB,DET,RES,27.5,4.0,4.0,4.0,77.8,18.6,19.7,24.7,,,104
00-0035500,Greg Dortch,WR,BUF,ACT,28.3,7.0,,7.0,60.6,13.0,19.6,24.3,,,146
00-0037557,Ronnie Rivers,RB,LA,ACT,27.6,4.0,3.0,3.0,4.6,16.7,19.5,23.8,,,105
00-0038359,Xavier Smith,WR,LA,ACT,28.9,3.0,6.0,6.0,39.3,14.6,19.5,26.8,,,147
00-0040215,Gavin Bartholomew,TE,MIN,ACT,23.3,1.0,4.0,4.0,,13.8,19.4,23.0,,,80
00-0037013,Zach Wilson,QB,NO,INA,27.1,5.0,3.0,3.0,1.4,20.7,19.2,17.0,,,64
00-0037524,Tay Martin,WR,DET,ACT,28.7,4.0,4.0,4.0,3.3,15.6,19.2,23.5,,,148
00-0041132,Deion Burks,WR,IND,ACT,23.6,0.0,6.0,6.0,,14.8,19.1,20.5,,,149
00-0040876,Elijah Sarratt,WR,BAL,INA,23.3,0.0,5.0,5.0,,14.4,19.1,22.5,,,150
00-0041094,Bauer Sharp,TE,TB,ACT,23.3,0.0,4.0,4.0,,14.1,19.0,22.6,,,81
00-0039530,Brevyn Spann-Ford,TE,DAL,ACT,26.7,2.0,2.0,2.0,19.5,14.5,18.9,22.2,,,82
00-0041100,Josh Cameron,WR,JAX,ACT,23.5,0.0,5.0,5.0,,14.7,18.9,22.6,,,151
00-0036628,John Bates,TE,WAS,ACT,28.8,5.0,2.0,2.0,21.8,13.0,18.8,22.8,,,83
00-0040582,Arian Smith,WR,NYJ,ACT,24.9,1.0,6.0,6.0,10.0,13.9,18.8,23.8,,,152
00-0033246,Johnny Mundt,TE,PHI,ACT,31.8,9.0,2.0,2.0,15.6,13.8,18.7,22.0,,,84
00-0041070,Reggie Virgil,WR,ARI,INA,22.3,0.0,5.0,5.0,,15.6,18.6,22.1,,,153
00-0035021,Ashton Dulin,WR,IND,ACT,29.3,7.0,4.0,4.0,17.5,15.8,18.4,21.4,,,154
00-0038476,Tommy DeVito,QB,NE,ACT,28.1,3.0,2.0,2.0,,17.5,18.3,19.8,,,65
00-0041443,Skyler Bell,WR,BUF,INA,24.2,0.0,5.0,5.0,,14.1,18.3,23.4,,,155
00-0039792,Devontez Walker,WR,BAL,INA,25.2,2.0,4.0,4.0,34.6,14.5,18.3,21.2,,,156
00-0036980,Elijah Moore,WR,PHI,INA,26.4,5.0,5.0,5.0,24.1,16.8,18.2,22.5,,,157
00-0032398,Chris Moore,WR,BAL,ACT,33.2,10.0,,7.0,33.1,13.8,18.2,22.3,,,158
00-0040644,Trevor Etienne,RB,CAR,RES,22.1,1.0,4.0,4.0,12.2,16.0,18.0,22.7,,,106
00-0041397,Kaden Wetjen,WR,PIT,ACT,24.5,0.0,6.0,6.0,,15.3,18.0,22.9,,,159
00-0040398,Brady Cook,QB,MIA,INA,24.9,1.0,3.0,3.0,28.5,17.8,18.0,19.6,,,66
00-0040888,Adam Randall,RB,BAL,RES,22.1,0.0,4.0,4.0,,16.7,17.7,19.7,,,107
00-0041561,Carson Beck,QB,ARI,INA,24.8,0.0,3.0,3.0,,17.2,17.6,16.6,,,67
00-0038710,Blake Whiteheart,TE,CLE,ACT,26.4,3.0,2.0,2.0,1.4,15.5,17.5,20.5,,,85
00-0041106,C.J. Williams,WR,JAX,ACT,23.9,0.0,6.0,6.0,,13.5,17.5,21.9,,,160
00-0038519,Nikko Remigio,WR,KC,ACT,26.8,3.0,6.0,6.0,3.7,14.4,17.4,20.4,,,161
00-0036630,Tylan Wallace,WR,CLE,ACT,27.3,5.0,5.0,5.0,12.5,12.7,17.1,21.6,,,162
00-0038416,Tyson Bagent,QB,CHI,INA,26.2,3.0,2.0,2.0,2.6,17.5,17.0,17.1,,,68
00-0039355,Luke McCaffrey,WR,WAS,INA,25.4,2.0,4.0,4.0,45.8,13.5,16.7,21.5,,,163
00-0038589,Josh Whyle,TE,GB,ACT,27.0,3.0,3.0,3.0,12.1,12.6,16.7,21.2,,,86
00-0037837,Calvin Austin III,WR,NYG,RES,27.4,4.0,5.0,5.0,70.7,14.3,16.7,21.3,,,164
00-0041131,Carsen Ryan,TE,CLE,ACT,23.0,0.0,3.0,3.0,,12.6,16.7,21.7,,,87
00-0041565,Drew Allar,QB,PIT,INA,22.5,0.0,4.0,4.0,,16.5,16.7,17.2,,,69
00-0038564,Cameron Latu,TE,NE,ACT,26.5,3.0,4.0,4.0,0.0,13.1,16.5,21.0,,,88
00-0040704,Dillon Gabriel,QB,CLE,RES,25.7,1.0,4.0,4.0,70.1,16.1,16.5,16.3,,,70
00-0040506,Myles Price,WR,MIN,ACT,24.7,1.0,5.0,5.0,0.0,13.1,16.4,20.3,,,165
00-0038738,Hunter Luepke,RB,DAL,ACT,26.5,3.0,,4.0,30.5,12.5,16.4,20.9,,,108
00-0038824,Ryan Miller,WR,MIA,ACT,26.5,3.0,6.0,6.0,10.4,11.4,16.2,17.6,,,166
00-0035264,Jarrett Stidham,QB,DEN,ACT,30.1,7.0,2.0,2.0,-0.1,15.5,16.2,17.0,,,71
00-0039050,Payne Durham,TE,TB,ACT,26.2,3.0,2.0,2.0,1.6,12.0,16.1,17.8,,,89
00-0040206,Riley Leonard,QB,IND,INA,24.0,1.0,3.0,3.0,31.0,18.1,16.1,17.3,,,72
00-0034613,Tanner Hudson,TE,CIN,ACT,31.8,8.0,,5.0,38.3,10.7,15.9,20.2,,,90
00-0040202,Devin Neal,RB,NO,RES,23.1,1.0,,6.0,51.5,13.4,15.9,18.2,,,109
00-0039359,Cade Stover,TE,HOU,ACT,26.2,2.0,3.0,3.0,13.9,10.2,15.9,21.7,,,91
00-0033040,Tyreek Hill,WR,,FA,32.5,10.0,,,43.0,11.3,15.9,18.6,,,167
00-0038783,Nate Adkins,TE,DEN,ACT,27.1,3.0,3.0,3.0,13.8,12.7,15.7,18.8,,,92
00-0039589,Kameron Johnson,WR,TB,ACT,24.5,2.0,6.0,6.0,15.7,11.5,15.5,18.8,,,168
00-0036425,DeeJay Dallas,RB,MIN,ACT,28.0,6.0,,4.0,2.1,11.7,15.5,19.2,,,110
00-0036331,Devin Duvernay,WR,ARI,ACT,29.0,6.0,6.0,6.0,3.6,11.8,15.5,18.4,,,169
00-0037742,Treylon Burks,WR,WAS,INA,26.4,4.0,5.0,5.0,24.0,11.7,15.3,15.9,,,170
00-0040785,Dohnte Meyers,WR,CIN,ACT,26.2,0.0,5.0,5.0,,12.8,15.3,17.5,,,171
00-0041194,Jack Strand,QB,ATL,ACT,22.2,0.0,4.0,4.0,,13.9,15.2,16.3,,,73
00-0040673,Jalen Milroe,QB,SEA,INA,23.7,1.0,3.0,3.0,-1.6,13.8,15.2,15.8,,,74
00-0039405,Jawhar Jordan,RB,HOU,DEV,27.0,2.0,,4.0,26.2,14.4,15.1,17.0,,,111
00-0040621,Montorie Foster Jr,WR,SEA,ACT,25.1,1.0,5.0,5.0,,12.4,15.0,17.6,,,172
00-0036876,Kylen Granson,TE,TEN,ACT,28.4,5.0,3.0,3.0,7.5,11.1,14.9,18.6,,,93
00-0037594,Julius Chestnut,RB,TEN,ACT,25.8,4.0,4.0,4.0,4.0,12.2,14.8,17.7,,,112
00-0038728,Jared Wayne,WR,HOU,ACT,25.9,3.0,5.0,5.0,3.0,11.8,14.6,17.9,,,173
00-0040363,Keleki Latu,TE,BUF,ACT,24.1,1.0,4.0,4.0,5.5,11.2,14.3,17.4,,,94
00-0040081,Jake Briningstool,TE,KC,ACT,23.7,1.0,4.0,4.0,,11.6,14.3,18.1,,,95
00-0036984,Trey Sermon,RB,ATL,RES,27.6,5.0,3.0,3.0,0.0,12.1,14.3,16.5,,,113
00-0037329,Brittain Brown,RB,CHI,RES,28.9,4.0,4.0,4.0,9.7,12.9,14.3,14.8,,,114
00-0038573,Derius Davis,WR,LAC,ACT,26.0,3.0,6.0,6.0,2.5,11.1,14.2,17.8,,,174
00-0034798,Durham Smythe,TE,BAL,ACT,31.1,8.0,2.0,2.0,4.5,10.2,14.1,17.6,,,96
00-0039144,Luke Musgrave,TE,GB,RES,26.0,3.0,5.0,5.0,37.2,10.4,14.0,16.8,,,97
00-0038794,Jaleel McLaughlin,RB,CLE,DEV,26.0,3.0,,4.0,29.4,13.1,13.9,15.6,,,115
00-0033662,Cooper Rush,QB,ATL,ACT,32.8,9.0,3.0,3.0,1.7,11.8,13.9,14.5,,,75
00-0033576,Eric Saubert,TE,SEA,ACT,32.3,9.0,2.0,2.0,7.1,12.0,13.7,16.8,,,98
00-0037755,Jelani Woods,TE,NYJ,ACT,27.9,4.0,4.0,4.0,0.9,11.2,13.7,17.9,,,99
00-0040024,Darius Cooper,WR,PHI,ACT,24.8,1.0,6.0,6.0,13.7,11.2,13.6,16.9,,,175
00-0039814,Erick All,TE,CIN,ACT,26.0,2.0,3.0,3.0,,10.9,13.5,17.5,,,100
00-0041116,Jack Endries,TE,CIN,INA,22.4,0.0,4.0,4.0,,10.8,13.4,16.7,,,101
00-0040390,Jackson Meeks,TE,DET,ACT,23.4,1.0,4.0,4.0,,11.4,13.4,15.3,,,102
00-0034365,Ian Thomas,TE,LV,ACT,30.2,8.0,3.0,3.0,17.9,10.3,13.4,18.5,,,103
00-0039921,Trey Benson,RB,ARI,RES,24.1,2.0,5.0,5.0,28.9,13.0,13.3,15.0,,,116
